Title,Release_Date,Expired_Date,Activity_Code,Parent_Organization,Organization,Participating_Orgs,Document_Number,Document_Type,Clinical_Trials,URL
Clinical Coordination Center for Common Fund Acute to Chronic Pain Signatures (A2CPS) Program (U24 Clinical Trial Optional),8/24/18,10/25/18,U24,NIH,RMOD,None,RFA-RM-18-035,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-RM-18-035.html
Multisite Clinical Center Common Fund Acute to Chronic Pain Signatures Program: Acute Peri-operative Pain (UM1 Clinical Trial Optional),8/24/18,10/25/18,UM1,NIH,RMOD,None,RFA-RM-18-034,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-RM-18-034.html
Multisite Clinical Center Common Fund Acute to Chronic Pain Signatures Program: Acute Pain from Musculoskeletal Trauma (UM1 Clinical Trial Optional),8/24/18,10/25/18,UM1,NIH,RMOD,None,RFA-RM-18-033,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-RM-18-033.html
Omics Data Generation Centers (ODGCs) for Common Fund Acute to Chronic Pain Signatures Program (U54 Clinical Trial Optional),8/24/18,10/25/18,U54,NIH,RMOD,None,RFA-RM-18-032,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-RM-18-032.html
Data Integration and Resource Center (DIRC) for Common Fund Acute to Chronic Pain Signatures Program (U54 Clinical Trial Optional),8/24/18,10/25/18,U54,NIH,RMOD,None,RFA-RM-18-031,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-RM-18-031.html
Limited Competition for the Continuation of the Nonalcoholic Steatohepatitis Clinical Research Network (NASH CRN) Clinical Centers (U01 Clinical Trial Required),8/24/18,11/1/18,U01,NIH,NIDDK,None,RFA-DK-18-505,RFA,Required,https://grants.nih.gov/grants/guide/rfa-files/RFA-DK-18-505.html
Limited Competition for the Continuation of the Nonalcoholic Steatohepatitis Clinical Research Network (NASH CRN) Data Coordinating Center (U24 Clinical Trial Required),8/24/18,11/1/18,U24,NIH,NIDDK,None,RFA-DK-18-506,RFA,Required,https://grants.nih.gov/grants/guide/rfa-files/RFA-DK-18-506.html
Improving Smoking Cessation Interventions among People Living with HIV (R21 Clinical Trial Optional),8/24/18,1/9/19,R21,NIH,NCI,NIDA,RFA-CA-18-028,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-CA-18-028.html
Improving Smoking Cessation Interventions among People Living with HIV (R01 Clinical Trial Optional),8/24/18,1/9/19,R01,NIH,NCI,"NIDA, NIMHD",RFA-CA-18-027,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-CA-18-027.html
Research Supplements to Promote Diversity in Health-Related Research (Admin Supp - Clinical Trial Not Allowed),8/22/18,5/29/20,Admin Supp,NIH,NIH,"NLM, NIAMS, NICHD, NIBIB, NCI, NINR, NEI, FIC, NIMH, ORIP, NIEHS, NIAID, NINDS, NIGMS, NIDA, NIAAA, NIDCR, NHGRI, RM, NIA, NCATS, NIDDK, NIDCD, NCCIH, NHLBI, NIMHD",PA-18-906,PA,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-18-906.html
Limited Competition: RCMI Research Coordination Network (RRCN) (U54 Clinical Trial Not Allowed),8/17/18,10/19/18,U54,NIH,NIMHD,None,RFA-MD-18-011,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-MD-18-011.html
NLM Information Resource Grants to Reduce Health Disparities (G08 Clinical Trial Not Allowed),8/16/18,10/23/18,G08,NIH,NLM,None,RFA-LM-19-001,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-LM-19-001.html
Leveraging Electronic Medical Records for Psychiatric Genetic Research (R01 Clinical Trial Not Allowed),8/16/18,9/8/21,R01,NIH,NIMH,None,PAR-18-904,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-904.html
Leveraging Electronic Medical Records for Psychiatric Genetic Research (R01 (Collab) Clinical Trial Not Allowed),8/16/18,9/8/21,R01,NIH,NIMH,None,PAR-18-905,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-905.html
"Research Network on Telomeres as Sentinels of Environmental Exposures, Psychosocial Stress, and Disease Susceptibility (U24 Clinical Trial Not Allowed)",8/15/18,12/4/18,U24,NIH,NIA,NIEHS,RFA-AG-19-022,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-AG-19-022.html
"Telomeres as Sentinels of Environmental Exposures, Psychosocial Stress, and Disease Susceptibility: A Methods Comparison Study (U01 Clinical Trial Optional)",8/15/18,12/4/18,U01,NIH,NIA,NIEHS,RFA-AG-19-023,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-AG-19-023.html
Pilot and Feasibility Clinical and Translational Research Studies in Digestive Diseases and Nutrition (R21 Clinical Trial Optional),8/14/18,9/8/20,R21,NIH,NIDDK,None,PA-18-903,PA,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-903.html
Advancing Translational and Clinical Probiotic/Prebiotic and Human Microbiome Research (R01 Clinical Trial Optional),8/14/18,9/8/21,R01,NIH,NCI,"NCCIH, ODS",PA-18-902,PA,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-902.html
"Chronic, Non-Communicable Diseases and Disorders Across the Lifespan: Fogarty International Research Training Award (NCD-LIFESPAN) (D43)(Clinical Trial Optional)",8/13/18,11/14/20,D43,NIH,FIC,"NCCIH, NHLBI, NIA, NIDA, NIDCR, NIEHS, NIMH, NINDS",PAR-18-901,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-901.html
Pediatric Immunotherapy Discovery and Development Network (PI-DDN)(U54 - Clinical Trial Not Allowed),8/13/18,12/18/18,U54,NIH,NCI,None,RFA-CA-19-003,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-CA-19-003.html
Pediatric Immunotherapy Discovery and Development Network (PI-DDN)(U01 - No Clinical Trial Allowed),8/13/18,12/18/18,U01,NIH,NCI,None,RFA-CA-19-004,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-CA-19-004.html
Approaches to Identify and Care for Individuals with Inherited Cancer Syndromes (U01 Clinical Trial Required),8/10/18,1/10/19,U01,NIH,NCI,None,RFA-CA-19-017,RFA,Required,https://grants.nih.gov/grants/guide/rfa-files/RFA-CA-19-017.html
Pre-Application: Research Innovation for Scientific Knowledge (RISK) for Musculoskeletal Diseases (X02 Clinical Trial Not Allowed),8/10/18,7/4/19,X02,NIH,NIAMS,None,PAR-18-900,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-900.html
Pre-Application: Research Innovation for Scientific Knowledge (RISK) for Skin and Rheumatic Diseases (X02 Clinical Trial Not Allowed),8/10/18,7/4/19,X02,NIH,NIAMS,None,PAR-18-899,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-899.html
"Novel and Innovative Tools to Facilitate Identification, Tracking, Manipulation, and Analysis of Glycans and their Functions (U01 Clinical Trial Not Allowed)",8/10/18,10/30/18,U01,NIH,RMOD,None,RFA-RM-18-036,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-RM-18-036.html
Innovative Adaptations to Simplify Existing Technologies for Manipulation and Analysis of Glycans (U01 Clinical Trial Not Allowed),8/10/18,10/30/18,U01,NIH,RMOD,None,RFA-RM-18-037,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-RM-18-037.html
Human Islet Research Network - Consortium on Human Islet Biomimetics (HIRN-CHIB) (UG3/UH3 Clinical Trial Not Allowed),8/10/18,12/12/18,UG3/UH3,NIH,NIDDK,None,RFA-DK-18-011,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-DK-18-011.html
NLM Research Grants in Biomedical Informatics and Data Science (R01 Clinical Trial Optional),8/9/18,9/8/21,R01,NIH,NLM,None,PAR-18-896,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-896.html
Computationally-Defined Behaviors in Psychiatry (R21 Clinical Trial Optional),8/9/18,11/21/20,R21,NIH,NIMH,None,RFA-MH-19-240,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-MH-19-240.html
Limited Competition: AIDS and Cancer Specimen Resource (ACSR)(UM1 Clinical Trials Not Allowed),8/9/18,11/16/18,UM1,NIH,NCI,None,RFA-CA-18-012,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-CA-18-012.html
Elucidating the Role of the Autonomic Nervous System in Peripheral Metabolism and Metabolic Disease through the Application of Novel Tools and Methodologies (RC2 Clinical Trial Optional),8/9/18,6/2/21,RC2,NIH,NIDDK,None,PAR-18-898,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-898.html
NIMHD Minority Health and Health Disparities Research Training (MHRT) Program (T37),8/8/18,10/26/18,T37,NIH,NIMHD,FIC,RFA-MD-18-007,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-MD-18-007.html
Clinical Trial on Effects of Statins in Older Adults without Clinical Cardiovascular Disease (U19 Clinical Trial Required),8/8/18,2/5/19,U19,NIH,NIA,"NHLBI, NINDS",RFA-AG-19-020,RFA,Required,https://grants.nih.gov/grants/guide/rfa-files/RFA-AG-19-020.html
CNS-Targeted Drug Delivery Strategies for HIV (R01 Clinical Trial Not Allowed),8/8/18,1/8/21,R01,NIH,NIAID,NIMH,PAR-18-895,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-895.html
Mental Health Research Dissertation Grant to Enhance Workforce Diversity (R36 Independent Clinical Trial  Not Allowed),8/8/18,9/8/21,R36,NIH,NIMH,None,PAR-18-894,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-894.html
Physical Activity and Weight Control Interventions Among Cancer Survivors: Effects on Biomarkers of Prognosis and Survival (R21 Clinical Trial Optional),8/7/18,9/8/21,R21,NIH,NCI,None,PAR-18-892,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-892.html
Physical Activity and Weight Control Interventions Among Cancer Survivors: Effects on Biomarkers of Prognosis and Survival (R01 Clinical Trial Optional),8/7/18,9/8/21,R01,NIH,NCI,None,PAR-18-893,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-893.html
Elucidating the Role of the Autonomic Nervous System in Peripheral Metabolism and Metabolic Disease through the Application of Novel Tools and Methodologies (RC2 Clinical Trial Optional),8/7/18,8/9/18,RC2,NIH,NIDDK,None,PA-18-891,PA,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-891.html
"Advancing Extracellular RNA (exRNA) Communication Research: Towards Single Extracellular Vesicle (EV) Sorting, Isolation, and Analysis of Cargo (UG3/UH3 Clinical Trial Not Allowed)",8/6/18,10/24/18,UG3/UH3,NIH,RMOD,None,RFA-RM-18-028,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-RM-18-028.html
Advancing Extracellular RNA (exRNA) Communication Research: Improved Isolation and Analysis of exRNA-Carrier Subclasses (UG3/UH3 Clinical Trial Not Allowed),8/6/18,10/24/18,UG3/UH3,NIH,RMOD,None,RFA-RM-18-027,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-RM-18-027.html
Limited competition:  Data Management and Resource Repository (DMRR) on Extracellular RNA (U54 Clinical Trial Not Allowed),8/6/18,10/24/18,U54,NIH,RMOD,None,RFA-RM-18-026,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-RM-18-026.html
Stroke Preclinical Assessment Network (SPAN) to Support Translational Studies for Acute Neuroprotection - Coordinating Center (U24 Clinical Trial Not Allowed),8/6/18,12/14/18,U24,NIH,NINDS,None,RFA-NS-18-034,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-NS-18-034.html
Stroke Preclinical Assessment Network (SPAN) to Support Translational Studies for Acute Neuroprotection (U01 Clinical Trial Not Allowed),8/6/18,12/14/18,U01,NIH,NINDS,None,RFA-NS-18-033,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-NS-18-033.html
Limited Competition: Additional Sequencing for the Alzheimer's Disease Sequencing Project: Opportunity for Revision Requests for Active Cooperative Agreements (U01 Clinical Trial Not Allowed),8/3/18,9/8/21,U01,NIH,NIA,None,PAR-18-890,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-890.html
"Limited Competition: Renewal of, and Revisions to, the Alzheimer's Disease Genetics Consortium (U01 Clinical Trial Not Allowed)",8/3/18,9/8/21,U01,NIH,NIA,None,PAR-18-889,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-889.html
BRAIN Initiative: Development of Novel Tools to Probe Cell-Specific and Circuit-Specific Processes in Human and Non-Human Primate Brain (UG3/UH3 Clinical Trial Optional),8/3/18,5/28/21,UG3/UH3,NIH,NIMH,"NIAAA, NIA, NCCIH, NIDCD, ORWH, NICHD, NIBIB, NINDS, NIDA, NEI",RFA-MH-19-135,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-MH-19-135.html
NCI Research Specialist (Laboratory-based Scientist) Award (R50 Clinical Trial Not Allowed),8/2/18,1/12/19,R50,NIH,NCI,None,PAR-18-888,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-888.html
NCI Research Specialist (Core-based Scientist) Award (R50 Clinical Trial Not Allowed),8/2/18,1/12/19,R50,NIH,NCI,None,PAR-18-887,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-887.html
Alzheimer Centers for Discovery of New Medicines (U54 Clinical Trial Not Allowed),8/2/18,2/2/19,U54,NIH,NIA,None,RFA-AG-19-010,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-AG-19-010.html
Management of Asthma in Primary Care - Bioinformatics Center (U24 - Clinical Trial Required - Infrastructure),8/2/18,11/1/18,U24,NIH,NHLBI,None,RFA-HL-19-006,RFA,Required_Infrastructure,https://grants.nih.gov/grants/guide/rfa-files/RFA-HL-19-006.html
Management of Asthma in Primary Care - Clinical Center (UG3/UH3 - Clinical Trial Required),8/2/18,11/1/18,UG3/UH3,NIH,NHLBI,None,RFA-HL-19-005,RFA,Required,https://grants.nih.gov/grants/guide/rfa-files/RFA-HL-19-005.html
"Discovery of Biomarkers, Biomarker Signatures, and Endpoints for Pain (R61/R33 Clinical Trial Optional)",8/2/18,3/13/20,R61/R33,NIH,NINDS,"NIA, NIDA, NIBIB, NEI, OBSSR, NINR, NIAAA, NCCIH, NCATS, NIDCR, NIAMS, NIDDK, ORWH, NICHD, NCI, NHLBI, NLM",RFA-NS-18-041,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-NS-18-041.html
New Paradigms in Tissue Communication-from mediators to metabolic function (RC2 Clinical Trials Optional),8/2/18,6/2/21,RC2,NIH,NIDDK,None,PAR-18-886,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-886.html
Regenerative Medicine Innovation Projects (RMIP) (U44 - Clinical Trial Not Allowed),8/1/18,10/20/18,U44,NIH,NHLBI,"NIA, NIAID, NIAMS, NIDCD, NIDDK, NIBIB, NIMH, NINDS, NCATS, NIDCR, NEI",RFA-HL-18-035,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-HL-18-035.html
Regenerative Medicine Innovation Projects (RMIP) (UT2 - Clinical Trial Not Allowed),8/1/18,10/20/18,UT2,NIH,NHLBI,"NIA, NIAID, NIAMS, NIDCD, NIDDK, NIBIB, NIMH, NINDS, NCATS, NIDCR, NEI",RFA-HL-18-033,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-HL-18-033.html
Regenerative Medicine Innovation Projects (RMIP) Investigator-Initiated Clinical Trials (UG3/UH3  Clinical Trial Required),8/1/18,10/20/18,UG3/UH3,NIH,NHLBI,"NIAID, NIMH, NIA, NIAMS, NIDCD, NIDDK, NINDS, NCATS, NIDCR, NEI",RFA-HL-18-031,RFA,Required,https://grants.nih.gov/grants/guide/rfa-files/RFA-HL-18-031.html
Regenerative Medicine Innovation Projects (RMIP) Investigator-Initiated Studies (Collaborative U01  Clinical Trial Not Allowed),8/1/18,10/20/18,U01,NIH,NHLBI,"NIAMS, NIA, NIDCD, NIAID, NIDDK, NIMH, NINDS, NIDCR, NEI, NCATS, NIBIB",RFA-HL-18-030,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-HL-18-030.html
Innovations for Healthy Living - Improving Minority Health and Eliminating Health Disparities (R43/R44 - Clinical Trial Optional),8/1/18,10/2/18,R43/R44,NIH,NIMHD,None,RFA-MD-18-009,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-MD-18-009.html
Technologies for Improving Minority Health and Eliminating Health Disparities (R41/R42- Clinical Trial Optional),8/1/18,4/2/19,R41/R42,NIH,NIMHD,NIMH,RFA-MD-18-010,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-MD-18-010.html
"Novel Approaches to Safe, Non-Invasive, Real Time Assessment of Human Placenta Development and Function Across Pregnancy (R21 - Clinical Trial Not Allowed)",8/1/18,12/7/21,R21,NIH,NICHD,None,PAR-18-885,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-885.html
"Novel Approaches to Safe, Non-Invasive, Real Time Assessment of Human Placenta Development and Function Across Pregnancy (R01 - Clinical Trial Not Allowed)",8/1/18,12/7/21,R01,NIH,NICHD,None,PAR-18-884,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-884.html
Short-term Mentored Career Enhancement Awards in Mobile and Wireless Health Technology and Data Analytics: Cross-Training at the intersection of Behavioral and Social Sciences and STEM Disciplines (K18 Independent Clinical Trial Not Allowed),7/31/18,7/13/20,K18,NIH,OBSSR,"NCCIH, NCI, NIA, NIDA, NIMH, NIMHD, ORWH",PAR-18-881,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-881.html
Short-term Mentored Career Enhancement Awards in Mobile and Wireless Health Technology and Data Analytics: Cross-Training at the intersection of Behavioral and Social Sciences and STEM Disciplines (K18 Independent Clinical Trial Required),7/31/18,7/13/20,K18,NIH,OBSSR,"ORWH, NCCIH, NCI, NIA, NIDA, NIMH, NIMHD",PAR-18-882,PAR,Required,https://grants.nih.gov/grants/guide/pa-files/PAR-18-882.html
Genomic Innovator Award (R35 Clinical Trial Optional),7/31/18,10/31/20,R35,NIH,NHGRI,None,RFA-HG-18-006,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-HG-18-006.html
Early Psychosis Intervention Network (EPINET): Data Coordinating Center (U24 Clinical Trial Not Allowed),7/30/18,11/3/18,U24,NIH,NIMH,None,RFA-MH-19-151,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-MH-19-151.html
Early Psychosis Intervention Network (EPINET): Practice-Based Research to Improve Treatment Outcomes (R01 Clinical Trial Optional),7/30/18,11/3/18,R01,NIH,NIMH,None,RFA-MH-19-150,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-MH-19-150.html
NCI Outstanding Investigator Award (R35 Clinical Trial Not Allowed),7/30/18,11/3/18,R35,NIH,NCI,None,PAR-18-880,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-880.html
Pediatric Critical Care and Trauma Scientist Development Program (K12 Clinical Trial Optional),7/27/18,10/2/18,K12,NIH,NICHD,None,RFA-HD-19-008,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-HD-19-008.html
Molecular Atlas of Lung Development Program (LungMAP) Phase 2 Research Centers (U01- Clinical Trial Not Allowed),7/27/18,11/1/18,U01,NIH,NHLBI,None,RFA-HL-19-020,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-HL-19-020.html
Molecular Atlas of Lung Development Program (LungMAP) Phase 2 - Human Tissue Core (U01- Clinical Trial Not Allowed),7/27/18,11/1/18,U01,NIH,NHLBI,None,RFA-HL-19-021,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-HL-19-021.html
Molecular Atlas of Lung Development Program (LungMAP) Phase 2 - Data Coordinating Center (U24- Clinical Trial Not Allowed),7/27/18,11/1/18,U24,NIH,NHLBI,None,RFA-HL-19-022,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-HL-19-022.html
Expanding Extramural Research Opportunities at the NIH Clinical Center (U01 Clinical Trial Optional),7/26/18,12/4/20,U01,NIH,NIAID,None,PAR-18-879,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-879.html
Late Stage Clinical Trials for the Spectrum of Alzheimers Disease and Age-related Cognitive Decline (R01 Clinical Trial Required),7/26/18,9/8/21,R01,NIH,NIA,None,PAR-18-878,PAR,Required,https://grants.nih.gov/grants/guide/pa-files/PAR-18-878.html
Early Stage Clinical Trials for the Spectrum of Alzheimers Disease and Age-related Cognitive Decline (R01 Clinical Trial Optional),7/26/18,1/8/22,R01,NIH,NIA,NINR,PAR-18-877,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-877.html
Human Islet Research Enhancement Center for the Human Islet Research Network (U24 Clinical Trial Not Allowed),7/25/18,11/9/18,U24,NIH,NIDDK,None,RFA-DK-18-012,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-DK-18-012.html
Center for ELSI Resources and Analysis (U24 Clinical Trial Not Allowed),7/25/18,11/9/18,U24,NIH,NHGRI,None,RFA-HG-18-008,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-HG-18-008.html
Grants for Early Medical/Surgical Specialists' Transition to Aging Research (GEMSSTAR) (R03 Clinical Trial Optional),7/25/18,10/24/18,R03,NIH,NIA,None,RFA-AG-19-021,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-AG-19-021.html
Innovative Technologies to Non-Invasively Monitor Genome Edited Cells In Vivo (UH2/UH3 Clinical Trial Not Allowed),7/25/18,10/19/18,UH2/UH3,NIH,RMOD,None,RFA-RM-18-025,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-RM-18-025.html
Expanding the Human Genome Engineering Repertoire (U01 Clinical Trial Not Allowed),7/25/18,10/19/18,U01,NIH,RMOD,None,RFA-RM-18-024,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-RM-18-024.html
Innovative Technologies to Deliver Genome Editing Machinery to Disease-relevant Cells and Tissues (UG3/UH3 Clinical Trial Not Allowed),7/25/18,10/19/18,UG3/UH3,NIH,RMOD,None,RFA-RM-18-023,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-RM-18-023.html
Development of Cell and Tissue Platforms to Detect Adverse Biological Consequences of Somatic Cell Genome Editing (U01 Clinical Trial Not Allowed),7/25/18,10/19/18,U01,NIH,RMOD,None,RFA-RM-18-022,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-RM-18-022.html
Advancing Mechanistic Probiotic/Prebiotic and Human Microbiome Research (R01 Clinical Trial Not Allowed),7/25/18,9/8/21,R01,NIH,NIDCR,"NCCIH, NCI, NIAMS, NIDA, ODS",PA-18-876,PA,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-18-876.html
"Biologic Factors Underlying Dental, Oral, and Craniofacial Health Disparities (R21 - Clinical Trial Not Allowed)",7/25/18,9/8/21,R21,NIH,NIDCR,NIMHD,PA-18-874,PA,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-18-874.html
"Biologic Factors Underlying Dental, Oral, and Craniofacial Health Disparities (R01 - Clinical Trial Not Allowed)",7/25/18,9/8/21,R01,NIH,NIDCR,NIMHD,PAR-18-875,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-875.html
Research to Advance Vaccine Safety (R01 Clinical Trial Not Allowed),7/24/18,9/8/21,R01,NIH,NIAID,CK,PA-18-873,PA,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-18-873.html
Research to Advance Vaccine Safety (R21 Clinical Trial Not Allowed),7/24/18,9/8/21,R21,NIH,NIAID,CK,PA-18-872,PA,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-18-872.html
"BRAIN Initiative: Development Optimization, and Validation of Novel Tools and Technologies for Neuroscience Research (SBIR) (R43/R44 - Clinical Trial Not Allowed)",7/24/18,5/7/21,R43/R44,NIH,NIMH,"NEI, NICHD, NIAAA, NIDA, NCCIH, NIBIB, NINDS, NIDCD",PA-18-871,PA,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-18-871.html
"BRAIN Initiative: Development Optimization, and Validation of Novel Tools and Technologies for Neuroscience Research (STTR) (R41/R42 - Clinical Trials Not Allowed)",7/24/18,5/7/21,R41/R42,NIH,NIMH,"NCCIH, NEI, NIA, NIAAA, NIBIB, NICHD, NIDA, NIDCD, NINDS",PA-18-870,PA,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-18-870.html
HIV Drug Resistance: Genotype-Phenotype-Outcome Correlations (R01 Clinical Trial Not Allowed),7/24/18,12/6/18,R01,NIH,NIAID,None,RFA-AI-18-029,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-AI-18-029.html
Modular R01s in Cancer Control and Population Sciences (R01 Clinical Trial Optional),7/24/18,3/9/21,R01,NIH,NCI,None,PAR-18-869,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-869.html
Pre-Application: Research Innovation for Scientific Knowledge (RISK) for Skin and Rheumatic Diseases (X02 Clinical Trial Not Allowed),7/23/18,8/10/18,X02,NIH,NIAMS,None,PAR-18-866,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-866.html
Research Innovations for Scientific Knowledge (RISK) for Skin and Rheumatic Diseases (R61/R33 Clinical Trial Not Allowed),7/23/18,1/10/20,R61/R33,NIH,NIAMS,None,RFA-AR-19-012,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-AR-19-012.html
Novel Approaches for Relating Genetic Variation to Function and Disease (R21 Clinical Trial Not Allowed),7/23/18,7/17/21,R21,NIH,NHGRI,None,PA-18-867,PA,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-18-867.html
Novel Approaches for Relating Genetic Variation to Function and Disease (R01 Clinical Trial Not Allowed),7/23/18,7/6/21,R01,NIH,NHGRI,NIMH,PA-18-868,PA,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-18-868.html
Genome Sequencing Center for the Gabriella Miller Kids First Pediatric Research Program (U24 Clinical Trial Not Allowed),7/23/18,11/1/18,U24,NIH,RMOD,None,RFA-RM-18-030,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-RM-18-030.html
"Pilot Projects Investigating Understudied G Protein-Coupled Receptors, Ion Channels, and Protein Kinases (R03 Clinical Trial Not Allowed)",7/20/18,10/27/18,R03,NIH,RMOD,None,RFA-RM-18-021,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-RM-18-021.html
Research Innovations for Scientific Knowledge (RISK) for Musculoskeletal Diseases (R61/R33 Clinical Trial Not Allowed),7/20/18,1/10/20,R61/R33,NIH,NIAMS,None,RFA-AR-19-013,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-AR-19-013.html
